City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,angaur state,6.906,134.13,82.83,76,93,4.32,PW,1731004834
359,kalaleh,37.3807,55.4916,49.6,76,0,0.0,IR,1731004836
360,westport,41.1415,-73.3579,73.27,42,0,17.27,US,1731004790
361,porto novo,6.4965,2.6036,82.22,73,77,5.88,BJ,1731004839
362,noumea,-22.2763,166.4572,72.01,75,0,6.96,NC,1731004840
363,lysekil,58.2743,11.4358,39.02,73,29,3.89,SE,1731004841
364,rabo de peixe,37.8,-25.5833,65.71,99,20,12.66,PT,1731004842
365,waspan,14.7419,-83.9717,90.14,52,100,4.25,NI,1731004845
366,saint-francois,46.4154,3.9054,53.04,89,100,6.91,FR,1731004846
367,luderitz,-26.6481,15.1594,60.71,72,15,5.3,NA,1731004847
368,galliano,29.4422,-90.2992,77.0,94,100,6.91,US,1731004848
369,olyokminsk,60.3736,120.4264,2.64,100,98,2.57,RU,1731004849
370,suntar,62.1444,117.6319,-0.06,100,100,3.83,RU,1731004851
371,qianzhou,28.3167,109.7167,58.82,64,96,1.45,CN,1731004852
372,malango,-2.9627,119.9001,65.25,98,17,2.82,ID,1731004853
373,colac,-38.3333,143.5833,48.76,85,11,11.34,AU,1731004855
374,gornopravdinsk,60.05,69.9,19.6,90,100,9.01,RU,1731004856
375,coquimbo,-29.9533,-71.3436,64.13,65,20,13.8,CL,1731004767
376,cam ranh,11.9214,109.1591,80.56,83,40,17.27,VN,1731004858
377,port douglas,-16.4833,145.4667,72.21,84,7,4.05,AU,1731004859
378,puerto baquerizo moreno,-0.9,-89.6,77.99,89,75,12.66,EC,1731004860
379,morden,49.1919,-98.1014,44.46,57,35,14.97,CA,1731004862
380,novoishimskiy,53.1981,66.7694,15.49,94,99,7.61,KZ,1731004863
381,aras-asan,8.8908,126.3033,78.93,86,39,3.04,PH,1731004864
382,vadstena,58.4486,14.8897,39.13,81,11,3.49,SE,1731004866
383,bogande,12.9714,-0.1436,81.48,18,6,6.93,BF,1731004867
384,tilcara,-23.5776,-65.3509,52.81,77,99,8.93,AR,1731004868
385,queenstown,-31.8976,26.8753,50.95,87,47,8.46,ZA,1731004869
386,horta,38.5333,-28.6333,67.64,77,20,25.99,PT,1731004870
387,smithers,54.7804,-127.1743,43.12,100,75,4.61,CA,1731004872
388,beidao,34.5686,105.8933,55.78,80,100,3.71,CN,1731004873
389,santarem,-2.4431,-54.7083,91.53,52,20,5.75,BR,1731004874
390,anadyr,64.75,177.4833,1.9,78,75,8.95,RU,1731004875
391,sao felix do xingu,-6.6447,-51.995,86.23,57,100,6.04,BR,1731004876
392,karratha,-20.7377,116.8463,82.31,62,25,10.2,AU,1731004877
393,lazaro cardenas,17.9583,-102.2,84.79,63,100,7.14,MX,1731004878
394,trinidad,-14.8333,-64.9,85.98,66,40,3.44,BO,1731004879
395,polyarnyy,69.1989,33.4478,38.07,91,100,11.74,RU,1731004686
396,cherlak,54.155,74.8055,23.49,91,100,19.48,RU,1731004882
397,markovo,57.3206,107.0881,26.33,94,100,2.8,RU,1731004883
398,pacific grove,36.6177,-121.9166,70.65,64,0,4.61,US,1731004510
399,arraial do cabo,-22.9661,-42.0278,84.16,69,0,27.63,BR,1731004885
400,nantucket,41.2835,-70.0995,69.91,60,0,13.8,US,1731004682
401,vila franca do campo,37.7167,-25.4333,66.61,99,100,9.75,PT,1731004887
402,prince rupert,54.3161,-130.3201,53.29,93,100,34.52,CA,1731004888
403,north side,19.35,-81.2,82.06,96,100,15.12,KY,1731004889
404,kongwa,-6.2,36.4167,72.9,67,0,6.33,TZ,1731004890
405,maun,-19.9833,23.4167,82.36,42,0,6.91,BW,1731004892
406,charlottetown,46.2352,-63.1267,45.77,60,75,13.8,CA,1731004813
407,tofol,5.3248,163.0078,83.12,76,100,21.03,FM,1731004894
408,khasab,26.1799,56.2477,79.07,50,0,6.58,OM,1731004895
409,el calafate,-50.3408,-72.2768,50.77,57,99,8.86,AR,1731004621
410,mirriah,13.7073,9.1501,83.01,26,100,4.61,NE,1731004898
411,deogarh,21.5333,84.7333,69.55,77,0,0.87,IN,1731004899
412,tura,25.5198,90.2201,66.83,93,1,4.12,IN,1731004814
413,kars,40.602,43.095,28.85,74,0,2.3,TR,1731004901
414,oyem,1.5995,11.5793,69.85,97,100,1.21,GA,1731004902
415,labrador city,52.9463,-66.9114,31.17,79,75,62.01,CA,1731004903
416,camacupa,-12.0167,17.4833,62.82,93,100,3.36,AO,1731004905
417,siniscola,40.5719,9.6922,58.8,89,55,1.79,IT,1731004906
418,punta del este,-34.9667,-54.95,68.11,88,75,18.41,UY,1731004792
419,cunit,41.1983,1.6365,68.14,86,100,3.0,ES,1731004909
420,grand rapids,42.9634,-85.6681,58.44,67,20,9.22,US,1731004202
421,mukalla,14.5425,49.1242,79.63,74,14,4.81,YE,1731004912
422,beyneu,45.3167,55.2,35.8,99,100,10.78,KZ,1731004876
423,whangarei,-35.7317,174.3239,60.01,84,13,1.07,NZ,1731004914
424,bhindar,24.5,74.1833,73.17,43,1,2.77,IN,1731004915
425,brezina,33.0989,1.2608,65.14,44,0,2.95,DZ,1731004916
426,kapa'a,22.0752,-159.319,77.32,80,75,26.46,US,1731004725
427,camayenne,9.535,-13.6878,86.09,74,40,9.22,GN,1731004918
428,holualoa,19.6228,-155.9522,75.83,77,0,6.91,US,1731004919
429,aripuana,-9.1667,-60.6333,95.7,37,77,2.19,BR,1731004921
430,namtsy,62.7161,129.6658,-6.5,100,100,1.66,RU,1731004922
431,yanbu,24.0891,38.0637,84.24,48,0,4.61,SA,1731004923
432,derzhavinsk,51.1,66.3167,19.2,94,100,12.26,KZ,1731004876
433,simpang,-1.2667,104.0833,73.42,99,94,2.17,ID,1731004925
434,bestobe,52.4994,73.0975,26.92,66,100,25.34,KZ,1731004926
435,el granada,37.5027,-122.4694,67.42,25,0,5.75,US,1731004927
436,kupino,54.3663,77.2981,24.78,82,100,20.33,RU,1731004932
437,trinity beach,-16.7888,145.6968,69.69,88,40,9.22,AU,1731004933
438,tyukalinsk,55.8732,72.1967,22.46,92,100,17.67,RU,1731004934
439,egilsstadir,65.2653,-14.3948,53.51,66,0,25.32,IS,1731004935
440,aral,40.5156,81.2636,51.51,36,64,3.42,CN,1731004936
441,centralia,46.7162,-122.9543,48.85,95,0,0.0,US,1731004737
442,margate,51.3813,1.3862,50.7,83,0,1.99,GB,1731004929
443,george town,5.4112,100.3354,82.33,87,20,3.44,MY,1731004861
444,eraan,9.0629,117.7016,78.13,88,27,2.95,PH,1731004941
445,praia,14.9215,-23.5087,79.79,71,34,10.58,CV,1731004942
446,newman,37.3138,-121.0208,62.04,35,0,1.99,US,1731004943
447,mutuali,-14.8706,37.0044,77.54,61,21,9.4,MZ,1731004944
448,ryotsu-minato,38.0833,138.4333,47.59,57,91,4.85,JP,1731004945
449,ungsang-nodongjagu,42.3578,130.4622,31.28,69,100,5.26,KP,1731004946
450,tinogasta,-28.0632,-67.5649,78.33,41,83,6.06,AR,1731004947
451,williamsburg,37.2707,-76.7075,80.89,68,20,6.91,US,1731004948
452,toamasina,-18.1667,49.3833,73.4,94,40,2.3,MG,1731004949
453,reggane,26.7158,0.1714,81.07,16,0,9.69,DZ,1731004950
454,sultanpur,26.2667,82.0667,74.48,54,0,1.39,IN,1731004952
455,nanyamba,-10.6833,39.8333,74.23,89,100,4.07,TZ,1731004953
456,yellandu,17.6,80.3333,69.28,74,5,3.02,IN,1731004954
457,salinopolis,-0.6136,-47.3561,82.63,74,92,15.08,BR,1731004955
458,flin flon,54.7682,-101.865,42.64,52,20,18.41,CA,1731004957
459,tazovsky,67.4667,78.7,7.52,99,99,3.29,RU,1731004958
460,mersa matruh,31.3525,27.2453,70.0,73,40,13.8,EG,1731004959
461,kananga,-5.8958,22.4178,70.2,92,45,1.45,CD,1731004960
462,miranda,3.2499,-76.2281,78.87,71,100,3.89,CO,1731004962
463,belomorsk,64.5232,34.7668,38.52,85,13,9.8,RU,1731004963
464,barah,13.7,30.3667,80.19,28,0,12.24,SD,1731004964
465,kloulklubed,7.0419,134.2556,83.25,76,53,5.08,PW,1731004965
466,nema,57.5067,50.5011,29.93,97,100,8.81,RU,1731004966
467,nyagan,62.1406,65.3936,9.93,96,72,3.83,RU,1731004967
468,nagqu,31.5,92.0,22.89,25,0,3.27,CN,1731004968
469,eyl,7.9803,49.8164,80.64,75,0,12.93,SO,1731004969
470,vega de alatorre,20.0333,-96.6333,82.27,80,38,6.73,MX,1731004972
471,namsos,64.4662,11.4957,46.31,100,75,3.44,NO,1731004973
472,tashtyp,52.7939,89.8983,31.17,57,96,10.63,RU,1731004974
473,tharad,24.3961,71.6267,79.83,48,1,4.23,IN,1731004975
474,shangzhi,45.2167,127.9667,27.09,40,84,2.75,CN,1731004976
475,napanee,44.2501,-76.9494,55.58,36,0,11.59,CA,1731004954
476,marquette,46.5333,-87.6335,49.82,67,8,18.01,US,1731004808
477,ruelle-sur-touvre,45.6833,0.2333,57.87,94,0,9.22,FR,1731004979
478,mandawar,29.5,78.1333,68.18,59,0,3.74,IN,1731004980
479,pimenta bueno,-11.6725,-61.1936,81.07,87,100,5.5,BR,1731004982
480,lamu,-2.2717,40.902,79.72,85,54,10.74,KE,1731004983
481,mana,5.6592,-53.7767,84.7,72,99,15.5,GF,1731004984
482,guarapari,-20.6667,-40.4975,77.47,79,16,17.65,BR,1731004985
483,nadi,-17.8,177.4167,75.2,73,75,8.05,FJ,1731004986
484,mili,6.0815,171.735,84.42,69,100,19.6,MH,1731004987
485,thabazimbi,-24.5917,27.4116,70.84,68,100,8.75,ZA,1731004988
486,kiunga,-6.1219,141.2906,72.16,99,99,1.77,PG,1731004989
487,tanumah,27.1,44.1333,70.3,40,21,14.63,SA,1731004991
488,salinas,36.6777,-121.6555,71.06,38,0,19.57,US,1731004489
489,victorica,-36.2151,-65.4359,76.42,31,88,14.67,AR,1731004994
490,boende,-0.2167,20.8667,73.8,87,100,2.55,CD,1731004995
491,visby,57.6409,18.296,43.02,93,0,3.44,SE,1731004946
492,macau,22.2006,113.5461,73.13,56,0,11.5,MO,1731004997
493,vernon,50.2581,-119.2691,46.44,62,34,1.14,CA,1731004998
494,ad duraykish,34.8967,36.1329,64.35,55,0,16.11,SY,1731005000
495,mantua,45.1667,10.7833,47.98,93,16,2.04,IT,1731005001
496,myski,53.709,87.8014,32.0,51,89,12.97,RU,1731005002
497,tughyl,47.7252,84.2063,35.15,74,100,9.84,KZ,1731005003
498,luba,3.4568,8.5547,79.07,85,100,4.92,GQ,1731005004
499,canutama,-6.5339,-64.3831,97.14,37,100,3.4,BR,1731005005
500,kingscliff,-28.2667,153.5667,75.0,94,100,5.75,AU,1731005006
501,takab,36.4009,47.1133,43.52,56,0,2.26,IR,1731005007
502,nuuk,64.1835,-51.7216,21.81,53,75,5.75,GL,1731004953
503,athens,37.9795,23.7162,59.16,60,20,11.5,GR,1731004913
504,karasu,41.071,30.7854,51.26,75,0,5.84,TR,1731005011
505,baoqing,46.3317,132.2111,14.32,77,91,5.91,CN,1731005012
506,anton lizardo,19.05,-95.9833,87.22,79,100,7.49,MX,1731005014
507,sona,45.4388,10.8255,41.92,100,16,2.3,IT,1731005015
508,borogontsy,62.6683,131.1683,-10.32,100,100,1.43,RU,1731005017
509,contamana,-7.3333,-75.0167,100.11,31,83,4.63,PE,1731005018
510,kalianget,-7.05,113.9333,82.72,74,46,5.82,ID,1731005019
511,fort st. john,56.2499,-120.8529,37.29,93,100,16.11,CA,1731005020
512,gamarra,8.3228,-73.7427,90.32,55,100,6.44,CO,1731005021
513,pirajui,-21.9986,-49.4572,70.23,96,100,5.97,BR,1731005022
514,okakarara,-20.5833,17.4333,73.9,57,81,4.38,NA,1731005023
515,al bayda',32.7627,21.7551,56.34,78,15,7.87,LY,1731005025
516,moyale,3.5167,39.0584,74.59,49,10,15.1,KE,1731005026
517,harpswell center,43.8018,-69.9842,61.23,58,100,7.0,US,1731005027
518,hassi messaoud,31.6804,6.0729,76.86,33,75,4.61,DZ,1731005028
519,saint-joseph,-21.3667,55.6167,73.78,80,42,11.7,RE,1731004813
520,blenheim,-41.516,173.9528,63.52,78,3,4.0,NZ,1731005030
521,ad dawadimi,24.5077,44.3924,76.35,32,57,16.87,SA,1731005031
522,la ronge,55.1001,-105.2842,43.05,61,20,18.41,CA,1731005032
523,quiberon,47.4841,-3.1196,49.1,80,0,15.84,FR,1731005034
524,ain sukhna,29.6002,32.3167,70.74,78,5,6.89,EG,1731005035
525,salahonda,2.1019,-78.7217,78.98,81,88,16.91,CO,1731005036
526,saynshand,44.8824,110.1163,37.87,54,22,3.36,MN,1731005037
527,pisco,-13.7,-76.2167,68.05,77,100,5.75,PE,1731005038
528,tlapacoyan,19.9667,-97.2167,83.19,73,87,4.94,MX,1731005039
529,nabire,-3.3667,135.4833,76.03,91,100,2.35,ID,1731005040
530,pacora,9.0833,-79.2833,85.98,74,40,10.36,PA,1731005041
531,yelovo,57.0538,54.9207,24.82,96,94,9.37,RU,1731005042
532,vershino-darasunskiy,52.35,115.5167,11.79,95,25,3.06,RU,1731005043
533,bezhetsk,57.7851,36.6965,38.75,90,100,11.43,RU,1731005045
534,tete,-16.1564,33.5867,80.74,64,66,5.41,MZ,1731005046
535,lebork,54.5392,17.7501,44.44,99,100,1.63,PL,1731005047
536,qorovulbozor,39.5006,64.7936,47.32,39,5,6.46,UZ,1731005048
537,cole harbour,44.6724,-63.4751,49.96,69,75,16.11,CA,1731005050
538,kruisfontein,-34.0033,24.7314,57.65,74,100,14.43,ZA,1731005051
539,nanga eboko,4.6833,12.3667,73.89,76,55,1.5,CM,1731005052
540,masallatah,32.6167,14.0,67.8,63,86,9.19,LY,1731005053
541,kailua-kona,19.6406,-155.9956,79.56,73,0,6.91,US,1731005055
542,taroa,8.7058,171.2275,80.06,81,100,11.88,MH,1731005056
543,bechar,31.6167,-2.2167,73.72,28,0,5.75,DZ,1731005057
544,arkhangel'sk,64.5401,40.5433,32.11,100,100,2.24,RU,1731005058
545,ploudalmezeau,48.5333,-4.65,48.58,93,20,3.44,FR,1731005059
546,hilvan,37.5869,38.9551,54.48,22,0,8.05,TR,1731005060
547,magadan,59.5667,150.8,10.78,93,100,9.26,RU,1731005061
548,ermoupolis,37.4423,24.9425,61.5,55,20,20.71,GR,1731005062
549,iwanai,42.9744,140.5089,34.9,75,100,5.17,JP,1731005063
550,brisas de zicatela,15.8369,-97.0419,88.32,70,20,5.75,MX,1731005064
551,ta`u,-14.2336,-169.5144,78.93,85,41,16.11,AS,1731005066
552,alzamay,55.5562,98.6644,31.59,94,100,3.98,RU,1731005067
553,laguna,38.421,-121.4238,64.11,41,0,1.01,US,1731005068
554,morehead city,34.7229,-76.726,78.04,88,100,4.0,US,1731005069
555,verkhovazh'ye,60.7472,42.0465,32.56,99,100,4.7,RU,1731005070
556,corner brook,48.9667,-57.9484,38.5,86,100,9.24,CA,1731004831
557,susuman,62.7833,148.1667,-29.97,100,98,0.74,RU,1731005072
558,kencong,-8.2833,113.3667,77.43,86,92,2.3,ID,1731005073
559,pionerskiy,54.9508,20.2275,42.64,85,100,5.5,RU,1731005074
560,le vauclin,14.5452,-60.8388,84.25,79,0,11.5,MQ,1731005076
561,sarakhs,36.5449,61.1577,51.37,48,35,3.15,IR,1731005077
562,mohacs,45.9931,18.6831,47.07,48,95,4.97,HU,1731005078
563,fethiye,36.6217,29.1164,60.69,82,0,4.07,TR,1731005079
564,swakopmund,-22.6833,14.5333,61.99,80,30,3.0,NA,1731005080
565,fort bragg,35.139,-79.006,78.91,72,100,4.61,US,1731005081
566,xinyuan,37.3,99.0,29.21,29,4,1.19,CN,1731005084
567,kuruman,-27.4524,23.4325,69.06,63,99,8.34,ZA,1731005085
568,maglavit,44.0333,23.1,44.44,32,0,2.77,RO,1731005086
569,tazacorte,28.629,-17.9293,73.15,86,0,8.05,ES,1731005087
570,leua,48.2156,18.6071,43.61,57,94,3.96,SK,1731005088
571,severo-yeniseyskiy,60.3725,93.0408,22.84,86,99,12.26,RU,1731005090
572,zelow,51.4645,19.2197,39.11,98,4,3.24,PL,1731005091
573,bathsheba,13.2167,-59.5167,84.81,89,40,12.66,BB,1731005092
574,puerto madero,14.7208,-92.4215,89.8,70,40,10.36,MX,1731005093
575,north bend,43.4065,-124.2243,57.16,71,0,4.61,US,1731005007
576,itamaraca,-7.7478,-34.8256,80.64,65,100,11.25,BR,1731005095
577,broken hill,-31.95,141.4333,56.12,53,0,11.43,AU,1731004798
578,castillos,-34.1667,-53.8333,67.48,58,2,13.91,UY,1731005097
579,nuku'alofa,-21.1333,-175.2,68.34,94,75,2.3,TO,1731005099
580,waingapu,-9.6567,120.2641,81.19,77,100,0.85,ID,1731005100
581,elliot lake,46.3834,-82.6331,47.03,63,95,10.13,CA,1731004970
582,pennsville,39.6535,-75.5166,77.09,53,54,4.0,US,1731005102
583,pawni,20.7833,79.6333,69.67,65,0,3.4,IN,1731005103
584,ugoofaaru,5.6667,73.0,81.79,72,100,0.63,MV,1731005104
585,mahina,-17.5065,-149.489,78.57,89,75,3.44,PF,1731005105
586,baoma,31.4859,106.1128,61.56,84,100,0.87,CN,1731005106
587,hasaki,35.7333,140.8333,55.81,59,3,19.3,JP,1731005109
588,sur,22.5667,59.5289,80.71,55,0,2.84,OM,1731005110
589,nueva gerona,21.8833,-82.8,83.93,73,100,15.77,CU,1731005111
590,cabanglasan,8.1214,125.3275,68.52,98,43,1.79,PH,1731005112
591,port isabel,26.0734,-97.2086,86.07,72,0,16.11,US,1731005056
592,nar'yan-mar,67.6713,53.087,21.65,95,73,10.11,RU,1731005114
593,rikaze,29.25,88.8833,36.86,37,0,4.41,CN,1731005115
594,dul'durga,50.6761,113.5931,26.56,65,0,3.33,RU,1731005116
595,haparanda,65.8355,24.1368,35.65,87,55,3.83,SE,1731005118
596,kristiansund,63.1115,7.732,48.13,81,0,4.61,NO,1731005119
597,san pedro pochutla,15.7333,-96.4667,92.91,61,96,5.84,MX,1731005120
598,namdrik,5.5994,168.1028,83.01,74,98,12.15,MH,1731005122
599,gulf shores,30.246,-87.7008,83.43,79,75,10.36,US,1731005003
600,alytus,54.4,24.05,43.66,86,100,4.59,LT,1731005124
